"","Source","PublicationType","year","Author","Title","TitleScreening","TitleNote","Abstract","AbstractScreening","AbstractNote","PublicationTitle","ISBN","ISSN","PublicationDate","Volume","Issue","FirstPage","PageCount","Pages","AccessionNumber","DOI","Publisher","Subjects","Keywords","Url","SearchDuplicate","ID","IDDuplicate","CitationKey","Downloaded","AffectConflict","BehaviorConflict","CognitionConflict","DesireConflict","AffectFinal","BehaviorFinal","CognitionFinal","DesireFinal","Discuss","MissingABCD","NoteMissing","lifeDomain","Comment"
"56","Search2020","thesis",2014,"Dinut, Virginica","The effect of age and spiritual well-being on acculturation and general heath outcomes in the Romanian immigrant population in the greater Sacramento area",1,NA,"In recent years, much attention has been focused on issues surrounding immigration from a psychological perspective, the problems in adaptation as a result of migration and resettlement, and the factors that influence this process. The purpose of this study was to examine the relationship of age and spiritual well-being to acculturation and general health outcomes. The study employed a cross-sectional design and a convenience sampling method. Data was collected from 62 Romanian immigrant adults in the greater Sacramento, California region. The instruments used to collect data were a demographic form, the Spiritual Well-Being Scale, the Stephenson Multigroup Acculturation Scale, and the General Health Questionnaire. All instruments were translated into Romanian, the native language of the participants, by the researcher who is fluent in both English and Romanian. Five hypotheses were developed: (a) Participants who immigrated at a younger age will have higher levels of acculturation, (b) Participants who immigrated at a younger age will report better general health outcomes, (c) Participants with higher levels of spiritual well-being will report better physical and psychological health, (d) Participants who will report higher levels of spiritual will also report higher levels of acculturation, and (e) Orthodox participants will present with lower levels of acculturation. Since all of the variables included in each analysis were categorical, chi-square analyses were conducted to test the research hypothesis. The results of this dissertation supported two of the hypothesis: age at immigration seems to affect the level of acculturation and spiritual well-being seems to affect physical health. The finding which did not support the hypothesis showed that there is no significant relationship between age at immigration and the level of physical and psychological health; spiritual well-being and the level of acculturation, and psychological health; and religious affiliation and the level of acculturation. This study provides additional information that may help explain Romanian immigrants' acculturation experience, spiritual well-being and general health outcomes. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",1,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,"2014-99141-059",NA,"ProQuest Information & Learning","Acculturation; Immigration; Well Being; Spirituality; acculturation experience; Adaptation; Aging; chi-square analyses; convenience sampling method; cross-sectional design; demographic form; health outcomes; heath outcomes; lower levels; native language; physical health; psychological health; psychological perspective; religious affiliation; Romanian immigrant adults; Spiritual Well Being",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2014-99141-059&site=ehost-live&scope=site",FALSE,"P-076",NA,"Dinut2014","-",NA,NA,NA,NA,1,1,1,NA,NA,0,NA,NA,NA
"57","Search2020","journalArticle",2017,"Cobb, Cory L.; Xie, Dong; Meca, Alan; Schwartz, Seth J.","Acculturation, discrimination, and depression among unauthorized Latinos/as in the United States",1,NA,"Objectives: In the present study we sought to examine psychosocial factors among undocumented Latinos/as acculturating to and residing in the United States. Method: A community sample of 122 self-reported undocumented Latino/a immigrants was asked to complete questionnaires measuring components of acculturation (i.e., national and ethnic identity, U.S. heritage-cultural knowledge, English and Spanish competency), everyday discrimination (ED), and depressive symptoms. Results: Results indicated that, among acculturation dimensions, only ethnic identity was significantly related to increased ED whereas ED was associated with increased depression. Moreover, experiences of ED mediated the relationship between ethnic identity and depression. Conclusions: Results may indicate ethnic identity as a risk factor for this group through experiences of discrimination. Theoretical and practical implications are discussed in terms of advancing theory and from a multicultural counseling perspective, respectively. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",1,NA,"Cultural Diversity and Ethnic Minority Psychology",NA,"1099-9809","2017-04","23","2",NA,NA,"258-268","2016-34985-001","10.1037/cdp0000118",NA,"Acculturation; Immigration; acculturation; Discrimination; discrimination; depression; Major Depression; Latinos/Latinas; Risk Factors; Psychosocial Factors; Ethnic Identity; Symptoms; immigrant; undocumented Latino/a",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2016-34985-001&site=ehost-live&scope=site",FALSE,"P-077",NA,"Cobb2017","1",NA,NA,NA,NA,1,1,1,NA,NA,0,NA,NA,NA
"58","Search2020","journalArticle",2017,"De Leersnyder, Jozefien","Emotional acculturation: A first review",1,NA,"When people move from one cultural context to another, their patterns of emotional experience and expression may change; that is, they may acculturate emotionally. In the current article, I review empirical studies on immigrant minorities that provide first evidence for (i) the phenomenon of emotional acculturation; (ii) the co-existence of heritage and new culture emotional patterns and minoritiesâ€™ switching between the two; and (iii) the potential benefits of minoritiesâ€™ emotional fit with culture. In addition, I outline future directions in this emergent field and highlight how the study of emotional acculturation may inform emotion psychology as it calls for a truly socio-dynamic perspective on what emotions are and how they can/should be studied. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",1,NA,"Current Opinion in Psychology",NA,"2352-2518","2017-10","17",NA,NA,NA,"67-73","2017-43925-014","10.1016/j.copsyc.2017.06.007",NA,"Acculturation; acculturation; emotions; Emotions; psychology; Psychology",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2017-43925-014&site=ehost-live&scope=site",FALSE,"P-078",NA,"DeLeersnyder2017","1",NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA
"59","Search2020","journalArticle",2019,"Zlotnick, Cheryl; Dryjanska, Laura; Suckerman, Suzanne","The association between acculturation variables and life satisfaction among israeli immigrants from four english-speaking countries",1,NA,"This studyâ€™s primary purpose was to examine the hypothesis that there would be a positive association between acculturation and life satisfaction for English-speaking diaspora immigrants to Israel regardless of country of origin (after adjusting for demographic characteristics including gender, age, years in the host country, reason for immigration and family support). Informed by Bornsteinâ€™s Specificity Principle in Acculturation Science, acculturation was defined by levels of: language acquisition, having realised/met expectations, and self-identification with host country. Using a cross-sectional study design, a convenience sample of English-speaking participants was recruited through a link on a well-known English-language internet site targeting immigrants to Israel. Due to the diversity of respondents, only questionnaires completed by immigrants from the following four countries were included (n = 641): Canada (n = 40), South Africa (n = 66), the United Kingdom (n = 132) and the United States (n = 403). Life satisfaction only was linked to the acculturation variable of having a higher level of realised expectations for life after immigration and reporting good health, but not associated with the other acculturation variables of language acquisition or self-identification with host country. While having realised expectations was related to life satisfaction, the number of years in the host country and language acquisition was not. Having realistic expectations (related to greater life satisfaction) may be increased by providing prospective immigrants information on the new countryâ€™s culture while they are still in the host country and planning their immigration. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",1,NA,"Journal of Happiness Studies: An Interdisciplinary Forum on Subjective Well-Being",NA,"1389-4978","6/1/2019",NA,NA,NA,NA,NA,"2019-31046-001","10.1007/s10902-019-00137-3",NA,"Acculturation; Expectations; Immigrants; No terms assigned; Diaspora; Life satisfaction",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2019-31046-001&site=ehost-live&scope=site",FALSE,"P-079",NA,"Zlotnick2019","1",NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA
"60","Search2020","journalArticle",2018,"van Niejenhuis, Coby; Otten, Sabine; Flache, Andreas","Sojournersâ€™ second language learning and integration The moderating effect of multicultural personality traits",1,NA,"This study examines the role of trainable intercultural personality traits in the widely assumed link between immigrantsâ€™ second language (L2) learning and their cultural integration in the host country. The research was based on data of temporary immigrants (sojourners), being international students who reside in the Netherlands and participants of a Dutch language course (total N = 163). Questionnaires were used to collect data at two time points (time lag: 3 months). Findings from multiple regression analyses reveal that an increase in L2 proficiency is related to a positive change in two indicators of cultural integration: identification with the host society and attitudes towards the host culture. An increase in L2 proficiency appears to be related to a positive change in terms of identification, regardless of sojournersâ€™ personality traits. With respect to attitudes towards the host culture, however, we find that increasing L2 proficiency only goes together with a positive change in attitudes towards the host culture for sojourners with a high degree of social initiative. Another notable finding is that, in the time period that this study was conducted, sojourners with a high degree of openness became more positive in their attitudes towards the host culture, regardless of the progress they made in terms of L2 proficiency. Results from this study cautiously suggest the importance of social perceptual personality traits in the cultural integration of sojourners. In line with this, institutional policies on the L2 learning of sojourners, including the training of social perceptual personality traits, could be recommendable. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",1,NA,"International Journal of Intercultural Relations",NA,"0147-1767","2018-03","63",NA,NA,NA,"68-79","2018-08877-008","10.1016/j.ijintrel.2018.01.001",NA,"Social Integration; Test Construction; Human Migration; Multiculturalism; Personality Traits; Migration; Foreign Language Education; Identification; Identification with the host society; Ingroup Outgroup; Integration; Multicultural personality; Outgroup attitudes; Second language proficiency; Sojourners",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2018-08877-008&site=ehost-live&scope=site",FALSE,"P-082",NA,"VanNiejenhuis2018","1",NA,NA,NA,NA,1,NA,1,NA,NA,0,NA,NA,NA
"61","Search2020","journalArticle",2016,"Migliorini, Laura; Rania, Nadia; Cardinali, Paola","Acculturation strategies and adjustment among immigrant and host Italian communities",1,NA,"This study examines the relationships between acculturation strategies, social support, and social wellbeing among Italians and immigrants. The paper outlines the acculturation experience that includes interethnic contact and social distance. Adults (309 Italian members of the host society and 104 immigrants) participated in a questionnaire study. Results confirmed the expected association between acculturation strategies, social distance, and positive emotions toward the outgroup. Italian participants that choose integration as the acculturation strategy showed: lower social distance, more positive emotional feelings toward immigrants, higher social well-being. Furthermore, results showed that for immigrants higher levels of social support nullify the positive effects of intergroup contact on social distance or even increase immigrantsâ€™ intentions to distance themselves from Italians. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",1,NA,"TPM-Testing, Psychometrics, Methodology in Applied Psychology",NA,"1972-6325","2016-03","23","1",NA,NA,"99-112","2016-12605-007","10.4473/TPM23.1.7",NA,"Acculturation; Immigration; Social Support; Well Being; Social support; Intergroup Dynamics; Acculturation strategies; Intergroup contact; Social distance; Social wellbeing",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2016-12605-007&site=ehost-live&scope=site",FALSE,"P-084",NA,"Migliorini2016","1",NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA
"62","Search2020","journalArticle",1994,"DonÃ , G.; Berry, J. W.","Acculturation attitudes and acculturative stress of Central American refugees",1,NA,"101 Central American refugees who were resettled in Canada completed a questionnaire dealing with their attitudes, behaviors, values, and levels of acculturative stress. Respondents were categorized into 4 modes: Assimilation, Separation, Integration, and Marginalization. Results indicate that different factors are involved in the prediction of psychological and somatic aspects of acculturative stress, with contact with the culture of origin and modes of acculturation being the best predictors. (French abstract) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"International Journal of Psychology",NA,"0020-7594","1994-02","29","1",NA,NA,"57-70","1995-05127-001","10.1080/00207599408246532",NA,"Acculturation; Attitudes; Refugees; Canada; Values; attitudes & behaviors & values & acculturative stress; Central American refugees",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=1995-05127-001&site=ehost-live&scope=site",FALSE,"P-087",NA,"Dona1994","1",NA,"X",NA,NA,NA,NA,1,NA,NA,0,NA,NA,"Items not accessible"
"63","Search2020","thesis",2013,"Ndika, Nnenna Arize","A standardization study: Acculturation and mental health among Nigerian immigrants in America",1,NA,"The Nigerian-American Systemic Scales (NASAS), an acculturation scale, was standardized on first-generation Nigerian immigrants in America. The NASAS was specifically constructed to assess accultuartion patterns among Nigerians in the Diaspora. Two additional measures were revalidated on the sample. Adult Nigerian immigrants (N = 104) in California, New Jersey, Michigan, New York, Texas, and Massachusetts responded to four self-report instruments: a sociodemographics questionnaire, the Nigerian-American Systemic Scales (NASAS; Ndika, 2011), the Self-Efficacy Scale (SES; Sherer et al., 1982), and the Depression Anxiety Stress Scales 21 (DASS-21 Lovibond, S. H., & Lovibod, P. F., 1995). The components that emerged from the principal component analysis of the NASAS fit Berry's model of acculturation only modestly, and they accounted for 38.08% of the total variance in the instrument. The components that emerged from principal component analysis of the SES and the DASS-21 failed to fit the underlying structures proposed by the original authors, respectively. Post hoc analyses provided information on the likely relationships between acculturation, depression, anxiety, normative stress, self-efficacy and sociodemographics data among the participants. The importance of the research findings, limitations of the study, and recommendations for further research were discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,"2013-99020-022",NA,"ProQuest Information & Learning","Acculturation; Immigration; Stress; acculturation; mental health; Mental Health; stress; Nigerian immigrants",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2013-99020-022&site=ehost-live&scope=site",FALSE,"P-090",NA,"Ndika2013","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"thesis not accessible",NA,"Items not accessible"
"64","Search2020","journalArticle",2012,"Schmitz, Paul G.; Schmitz, Florian","Emotional intelligence and acculturation",1,NA,"Previous research has shown that migrants develop various styles to adjust to a new culture. The present study was concerned with two questions: (1) Why do some migrants prefer a particular acculturation style whereas others adopt a different one, and (2) why do some migrants reveal a higher level of adjustment than others? In a sample of 349 immigrants living in Germany (199 Turks and 150 North-Africans), we investigated the influence of emotional intelligence (EI) with the Trait-Meta-Mood Scale (TMMS). Acculturation styles were assessed with the Acculturation Attitudes Scale (AAS) as well as specific markers of acculturation behavior. Adjustment was captured by the Satisfaction with life scale (SWLS), the subjective happiness scale (SHS), and the Beck Depression Inventory (BDI) as an inverse marker. Additionally, we assessed perceived unfairness and discrimination. Findings show that EI and its subcomponents are related to beneficial forms of acculturation attitudes and acculturation behavior. EI was also shown to affect acculturation experiences, such as perceived discrimination and perceived unfairness, as well as a number of psychological adjustment variables. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Behavioral Psychology / PsicologÃ­a Conductual: Revista Internacional ClÃ­nica y de la Salud",NA,"1132-9483","2012","20","1",NA,NA,"15-41","2012-09168-001",NA,NA,"Acculturation; Immigration; immigration; acculturation; emotional intelligence; Emotional Intelligence",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2012-09168-001&site=ehost-live&scope=site",FALSE,"P-097",NA,"Schmitz2012","1",NA,NA,NA,NA,1,NA,1,NA,NA,0,NA,NA,NA
"65","Search2020","journalArticle",2011,"Jibeen, Tahira","Moderators of acculturative stress in Pakistani immigrants: The role of personal and social resources",1,NA,"[Correction Notice: An erratum for this article was reported in Vol 35(6) of International Journal of Intercultural Relations (see record [rid]2011-27810-016[/rid]). In the original article, Dr. Khalid's name as the co-author has been missed. The correction affiliation should be as follows: Tahira Jibeena, Ruhi Khalidb. aCOMSATS Institute of Information Technology, Department of Humanities, Lahore, Pakistan; bDepartment of Psychology, Beacon House National University, Lahore, Pakistan; Corresponding author. E-mail addresses: tahiraimadali@hotmail.com, tahirajibeen@ciitlahore.edu.pk, rkhalid@bnu.edu.pk (R. Khalid).] International migration research has focused on the immigrantsâ€™ mental and physical health issues with little attention paid to factors that facilitate adjustment. Recently cross-cultural researchers have tended to focus on certain psychological and social moderators of stress that differentiate between migrants perceiving higher stress and those remaining relatively unscathed. The present study examined the moderating impact of coping resources (sense of coherence and perceived social support) and coping strategies (problem-focused and emotion-focused) on the relationship between acculturative stress and psychological wellbeing (positive functioning and negative health outcomes) in stress-coping model. On a final sample of 308 Pakistani immigrants residing in Greater Toronto Area a series of moderated hierarchical regression analyses were performed separately for positive and negative health outcomes. Results indicated that sense of coherence and perceived social support moderated between acculturative stress and positive functioning (self-acceptance, positive relations with others, autonomy, environmental mastery, purpose in life, personal growth), and acculturative stress and negative health outcomes (depression, psychosomatic symptoms, anxiety and insomnia, social dysfunction).The current findings have implications for clinicians, researchers, and policy makers for the identification of resource factors that help to understand the resistant power of growing immigrant population to maintain positive functioning. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",1,NA,"International Journal of Intercultural Relations",NA,"0147-1767","2011-09","35","5",NA,NA,"523-533","2011-21458-001","10.1016/j.ijintrel.2011.04.002",NA,"Acculturation; Immigration; Stress; Cross Cultural Differences; mental health; Mental Health; acculturative stress; physical health; cross cultural differences; Pakistani immigrants; Physical Health; social resources",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2011-21458-001&site=ehost-live&scope=site",FALSE,"P-098",NA,"Jibeen2011","1",NA,NA,NA,NA,1,NA,1,NA,NA,0,NA,NA,NA
"66","Search2020","journalArticle",2014,"Green, Eva G. T.; Sarrasin, Oriane; Maggi, Jenny","Understanding transnational political involvement among Senegalese migrants: The role of acculturation preferences and perceived discrimination",1,NA,"In political debates, migrantsâ€™ political involvement in their countries of origin and successful adaptation to receiving countries are often portrayed as incompatible. We address this concern by examining the links between acculturation preferences, perceived discrimination, and migrantsâ€™ transnational political involvement in their country of origin. In line with collective action research, a cross-sectional questionnaire study (N =84) among Senegalese migrants in Paris (France) and Geneva (Switzerland) examined three pathways to transnational political involvement (motivations and actual behaviour). Perceived discrimination, the grievances pathway, was positively related to both transnational motivations (but only when desire to adopt the receiving culture was low) and political behaviour in Senegal. Desire to adopt the culture of the receiving society as an acculturation preference, the embeddedness pathway, was also positively linked to transnational motivations and political behaviour. Finally, desire to maintain the culture of origin as an acculturation preferenceâ€”the collective identification pathwayâ€”was unrelated to transnational political involvement. These findings underscore the compatibility of transnational political involvement in countries of origin and adaptation to receiving societies. We discuss the pivotal role of political psychology in bringing together acculturation psychology and transnationalism studies. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"International Journal of Intercultural Relations",NA,"0147-1767","2014-07","41",NA,NA,NA,"91-101","2014-23102-001","10.1016/j.ijintrel.2014.05.001",NA,"Acculturation; Immigration; Discrimination; African Cultural Groups; acculturation strategies; perceived discrimination; Strategies; collective action; Collective Behavior; Political Participation; Senegal; transnational political involvement",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2014-23102-001&site=ehost-live&scope=site",FALSE,"P-099",NA,"Green2014","1",NA,"X",NA,NA,NA,NA,1,NA,NA,0,NA,NA,"based on indices in https://doi.org/10.1016/j.ijintrel.2011.02.002"
"67","Search2020","journalArticle",2014,"Park, So-Youn; Anastas, Jeane; Shibusawa, Tazuko; Nguyen, Duy","The impact of acculturation and acculturative stress on alcohol use across Asian immigrant subgroups",1,NA,"Acculturation and acculturative stress are examined as predictors of alcohol use among Asian immigrants, using the 2004 National Latino and Asian Americans Survey (NLAAS). Separate regression analyses were conducted for Chinese (n = 600), Filipino (n = 508), and Vietnamese (n = 520) immigrants. Alcohol use varied for the three groups. English proficiency was associated with drinking for all groups. Family conflict was associated with drinking for Chinese immigrants. General acculturative stress and discrimination were associated with drinking for Vietnamese immigrants. Results underscore acculturation and acculturative stress as being contributors to alcohol consumption, and the importance of considering the heterogeneity of Asian immigrants in research on their alcohol use. The study's limitations are noted. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",1,NA,"Substance Use & Misuse",NA,"1082-6084","2014-07","49","8",NA,NA,"922-931","2014-16122-002","10.3109/10826084.2013.855232",NA,"Acculturation; Immigration; Stress; acculturation; immigrants; Adult; Female; Humans; Male; Stress, Psychological; United States; Vietnam; acculturative stress; Latinos/Latinas; Emigrants and Immigrants; Drug Usage; Asian Americans; Alcohol Drinking; alcohol use; China; Drug Abuse; Family Conflict; Health Surveys; Philippines; Regression Analysis; substance abuse",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2014-16122-002&site=ehost-live&scope=site",FALSE,"P-101",NA,"Park2014","1",NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA
"68","Search2020","journalArticle",2016,"Ferenczi, Nelli; Marshall, Tara C.","Meeting the expectations of your heritage culture: Links between attachment orientations, intragroup marginalization and psychological adjustment",1,NA,"Do insecurely attached individuals perceive greater rejection from their heritage culture? Few studies have examined the antecedents and outcomes of this perceived rejectionâ€”termed intragroup marginalizationâ€”in spite of its implications for the adjustment of cultural migrants to the mainstream culture. This study investigated whether anxious and avoidant attachment orientations among cultural migrants were associated with greater intragroup marginalization and, in turn, with lower subjective well-being and flourishing and higher acculturative stress. Anxious attachment was associated with heightened intragroup marginalization from friends and, in turn, with increased acculturative stress; anxious attachment was also associated with increased intragroup marginalization from family. Avoidant attachment was linked with increased intragroup marginalization from family and, in turn, with decreased subjective well-being. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Journal of Social and Personal Relationships",NA,"0265-4075","2016-02","33","1",NA,NA,"101-121","2016-01468-006","10.1177/0265407514562565",NA,"Acculturation; Stress; Emotional Adjustment; Well Being; Expectations; Attachment Behavior; Attachment; Identification; intragroup marginalization; Marginalization; Neuroticism; perceived rejection; psychological adjustment; Self-Esteem; Social Acceptance",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2016-01468-006&site=ehost-live&scope=site",FALSE,"P-106",NA,"Ferenczi2016","1",NA,NA,NA,"X",1,1,1,1,NA,0,NA,NA,NA
"69","Search2020","thesis",2012,"Nourian, Shaghayegh Sherry","Iranian-American acculturation of first generation immigrants in Los Angeles and Iranian Acculturation Scale",1,NA,"Previous research studies regarding acculturation of Iranian immigrants include adaptations and revisions of scales and inventories designed for other ethnic populations. This study was designed to investigate the acculturation of first-generation Iranian-Americans residing in Los Angeles and to test the reliability and validity for the only Iranian Acculturation Scale designed for the Iranian population specifically, first tested in Toronto, Canada, by Sima Shahim. Sixty-nine first-generation Iranian-American immigrants residing in Los Angeles between the ages of 18 and 65 completed the following measures: (1) a demographic questionnaire; (2) Iranian Acculturation Scale. Statistical analysis of the data gathered provided overall support for the reliability and validity of the Iranian Acculturation Scale (IAS), although some differences in findings between the current study and the original test study of the scale by Shahim were also apparent. Results gathered from the current study showed significant relationships between acculturation and the three factors of age, length of residence, and language use in daily life. Results gathered from the current study showed no significant relationship between acculturation and the two factors of gender and level of education. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,"2013-99171-065",NA,"ProQuest Information & Learning","Acculturation; Immigration; psychometrics; Test Reliability; Test Validity; Latinos/Latinas; Psychometrics; test validity; test reliability; first generation immigrants; Iranian Acculturation Scale; Iranian American acculturation; Los Angeles",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2013-99171-065&site=ehost-live&scope=site",FALSE,"P-107",NA,"Nourian2012","-",NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA
"70","Search2020","journalArticle",2013,"Ramelli, Marcella; Florack, Arnd; Kosic, Ankica; Rohmann, Anette","Being prepared for acculturation: On the importance of the first months after immigrants enter a new culture",1,NA,"We hypothesized that perceived communication effectiveness at arrival and initial friendships with members of the receiving society during the first months after arrival in a new country have a long-term effect on the development of acculturation orientations and that this effect is pronounced for individuals with a high need for cognitive closure (NCC). We examined the hypotheses in a study with Spanish-speaking immigrants in Switzerland (n = 146) and in Italy (n = 147). We asked participants to indicate their current attitude to contact with the receiving society and cultural maintenance and report retrospectively their perceived communication effectiveness at arrival and initial friendships. In line with the predictions, the perceptions of high communication effectiveness at arrival and friendships with members of the receiving society during the initial phase in the new culture were positively correlated with the current attitude to contact with the receiving society assessed 7 years after arrival on average. Also, initial friendships with members of the receiving society were negatively correlated with present cultural maintenance. Moreover, with an increase in NCC, these correlations increased. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"International Journal of Psychology",NA,"0020-7594","2013-06","48","3",NA,NA,"363-373","2013-26124-022","10.1080/00207594.2012.656129",NA,"Acculturation; Immigration; Society; acculturation; immigrants; Adaptation, Psychological; Adult; Female; Humans; Male; Surveys and Questionnaires; Italy; Emigrants and Immigrants; Time Factors; Attitude; Communication; communication effectiveness; Cross Cultural Communication; Friends; Friendship; friendships; Interpersonal Relations; Retrospective Studies; society; Switzerland",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2013-26124-022&site=ehost-live&scope=site",FALSE,"P-111",NA,"Ramelli2013","1",NA,NA,NA,NA,1,NA,1,NA,NA,0,NA,NA,"items not accessible"
"71","Search2020","journalArticle",1990,"Cernovsky, Zack Z.","Escape stress, sleep disorders, and assimilation of refugees",1,NA,"38 Czechoslovak refugees (aged 24â€“71 yrs) living in Switzerland completed a questionnaire that included the Gough-Sanford Rigidity Scale, an escape scale, an assimilation scale, a measure of life stress, and a measure of sleep disorders. Repetitive nightmares about escaping their homeland were more frequent in Ss who described their real life act of escape as more frightening or risky. The incidence of escape nightmares correlated significantly with the extent of stress during the S's actual escape. The level of satisfaction with life in the host country was unrelated to the incidence of escape nightmares but was inversely related to incidence of other sleep problems (restless sleep and difficulties falling asleep). (PsycINFO Database Record (c) 2019 APA, all rights reserved)",1,NA,"Social Behavior and Personality: An International Journal",NA,"0301-2212","1990","18","2",NA,NA,"287-297","1991-30800-001","10.2224/sbp.1990.18.2.287",NA,"Acculturation; Stress; Refugees; Life Satisfaction; Emotional Trauma; Switzerland; 24â€“71 yr old Czechoslovak refugees; escape nightmares & sleep disorders; Nightmares; Rigidity (Personality); rigidity & trauma & stress of escape & assimilation in & satisfaction with life in host country; Sleep Wake Disorders",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=1991-30800-001&site=ehost-live&scope=site",FALSE,"P-112",NA,"Cernovsky1990","1",NA,NA,NA,NA,1,1,1,1,NA,0,NA,NA,NA
"72","Search2020","journalArticle",1990,"Cernovsky, Zdenek","Stressful events and assimilation level of refugees",1,NA,"38 Czech refugees completed a questionnaire measure of assimilation in the host country and measures of postescape life stress. Ss who reported a greater number of stressful events within 10 yrs following their escape obtained lower scores on the assimilation scale. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",1,NA,"Social Behavior and Personality: An International Journal",NA,"0301-2212","1990","18","1",NA,NA,"27-33","1991-07086-001","10.2224/sbp.1990.18.1.27",NA,"Acculturation; Stress; Refugees; Switzerland; Czechoslovak refugees; postescape life stress & assimilation",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=1991-07086-001&site=ehost-live&scope=site",FALSE,"P-113",NA,"Cernovsky1990a","1",NA,NA,NA,NA,1,1,1,1,NA,0,NA,NA,NA
"73","Search2020","journalArticle",2012,"Ramdhonee, Karishma; Bhowon, Uma","Acculturation strategies, personality traits and acculturation stress: A study of first generation immigrants from transnational marital context",1,NA,"This study examined the influence of acculturation strategies (integration and marginalisation) and personality variables of big five trials on acculturative stress among a convenience sample of 76 first generation adults who immigrated to Mauritius after transnational marriages. Response to a structured questionnaire revealed that integration was the most adopted acculturation strategy. Neuroticism, openness to experience and agreeableness emerged as significant predictors of integration and marginalisation (except agreeableness) strategies and acculturative stress. A hierarchical regression analysis revealed neuroticism, openness to experience and marginalisation as significant predictors of acculturative stress. The results suggest that both personality traits and mode of acculturation account for significant variance in the experience of acculturative stress. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Psychology and Developing Societies",NA,"0971-3336","2012-09","24","2",NA,NA,"125-143","2012-28695-002","10.1177/097133361202400202",NA,"Acculturation; Immigration; Stress; Personality Traits; acculturation stress; acculturation strategies; Marriage; generation immigrants; Generational Differences; personality traits; transnational marital context",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2012-28695-002&site=ehost-live&scope=site",FALSE,"P-114",NA,"Ramdhonee2012","1",NA,NA,NA,NA,1,1,1,NA,NA,0,NA,NA,NA
