"","Source","PublicationType","year","Author","Title","TitleScreening","TitleNote","Abstract","AbstractScreening","AbstractNote","PublicationTitle","ISBN","ISSN","PublicationDate","Volume","Issue","FirstPage","PageCount","Pages","AccessionNumber","DOI","Publisher","Subjects","Keywords","Url","SearchDuplicate","ID","IDDuplicate","CitationKey","Downloaded","empirical","Method","term","MeasureDefinition","Affect","Behavior","Cognition","Desire","Affect2","Behavior2","Cognition2","Desire2","AffectConflict","BehaviorConflict","CognitionConflict","DesireConflict","AffectFinal","BehaviorFinal","CognitionFinal","DesireFinal","Discuss","MissingABCD","NoteMissing","TypeComplexity","MeasurementLevels","lifeDomain","domainScale","domainPaper","MainAnalysis","VariableType","Sample","MigrationTime","IncludesMajority","Host Country 1","Host Country 2","Host Country 3","Host Country 4","HostCountry","Origin Country 1","Origin Country 2","Origin Country 3","Origin Country 4","Origin Country 5","Origin Country 6","OriginCountry","Comment"
"88","Search2020","thesis",2013,"Willems, Elizabeth A.","Discrimination and acculturation among Arab Muslim immigrants in the US",1,NA,"The mixed method study largely followed on the work of Mona Amer (2005). It is a cross-sectional view of 100 non-U.S. born Arab Muslims living in the U.S. Using a non-random convenience sample of individuals from multiple U.S. cities, the study examined the hypotheses that H1: level of perceived discrimination will correlate with level of acculturation in the sample H2: degree of religiosity, degree of ethnic identity, and level of family functioning will mediate the relationship between perceived discrimination and level of acculturation in the sample, H3: controlling for extraneous variables (time spent in Arab world and gender) will account for the relationship between perceived discrimination and level of acculturation. This information was obtained by a socio-demographic questionnaire, the Schedule of Racist Events Modified for Use with Arab American Persons (SRE-AA), the Perceived Religious Discrimination Scale (PRDS), the Vancouver Index of Acculturation- Modified Arab Version (VIA-A), the Multigroup Ethnic Identity Measure - Revised (MEIM-R), the Family Assessment Device General Functioning subscale (FAD-GF), and the Index of Religiosity (IR). Participants responded to three narrative items. Two VIA-A subscales measured level of acculturation and six variables were both taken together and used separately to measure perceived discrimination (PRDS subscales-Religious; SRE-AA subscales-Racial). Quantitative analysis found a positive association was demonstrated between VIA-A North American subscale scores and the combined subscales measuring perceived discrimination (SRE-AA, PRDS). Also perceived discrimination as measured by the SRE-AA In the Past Year subscale correlated with acculturation as measured by the VIA-A-North American subscale. A negative correlation was also found between VIA-A Cultural Heritage subscale and SRE-AA In U.S. However, none of the variables in H2 mediated these relationships. Gender and number of years spent in the Arab world ultimately did not significantly contribute to the model. Qualitative analysis found several themes associated with discrimination and acculturation in the U.S. For example family integrity is an important factor in the lives of the participants, as is safety, freedom, and seeking out greater opportunities. Participants maintain lives in the U.S. and continue to adapt in their host culture despite perceived discrimination. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,"2013-99120-509",NA,"ProQuest Information & Learning","Acculturation; Immigration; acculturation; immigrants; United States; Ethnic Identity; Arabs; Muslims; Arab Muslims",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2013-99120-509&site=ehost-live&scope=site",FALSE,"P-154",NA,"Willems2013","-",1,"quantitative","Acculturation","Vancouver Index of Acculturation - Arab Version",1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"general","acculturation","regression (incl. PROCESS)","Dependent","muslim","post",0,"United States",NA,NA,NA,"United States","Arab muslims",NA,NA,NA,NA,NA,"Arabs",NA
"89","Search2020","journalArticle",2013,"GÃ¼ngÃ¶r, Derya; Bornstein, Marc H.; De Leersnyder, Jozefien; Cote, Linda; Ceulemans, Eva; Mesquita, Batja","Acculturation of personality: A three-culture study of Japanese, Japanese Americans, and European Americans",1,NA,"The present study tests the hypothesis that involvement with a new culture instigates changes in personality of immigrants that result in (a) better fit with the norms of the culture of destination and (b) reduced fit with the norms of the culture of origin. Participants were 40 Japanese first-generation immigrants to the United States, 57 Japanese monoculturals, and 60 U.S. monoculturals. All participants completed the Jackson Personality Inventory as a measure of the Big Five; immigrants completed the Japanese American Acculturation Scale. Immigrantsâ€™ fits with the cultures of destination and origin were calculated by correlating Japanese American mothersâ€™ patterns of ratings on the Big Five with the average patterns of ratings of European Americans and Japanese on the same personality dimensions. Japanese Americans became more 'American' and less 'Japanese' in their personality as they reported higher participation in the U.S. culture. The results support the view that personality can be subject to cultural influence. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Journal of Cross-Cultural Psychology",NA,"0022-0221","2013-07","44","5",NA,NA,"701-718","2013-20274-003","10.1177/0022022112470749",NA,"Acculturation; Immigration; acculturation; immigrants; Personality Traits; culture; Culture (Anthropological); European Americans; Japanese; Japanese Americans; Japanese Cultural Groups; personality; Personality Change",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2013-20274-003&site=ehost-live&scope=site",FALSE,"P-155",NA,"Gungor2013","1",1,"quantitative","Acculturation","Japanese American Acculturation Scale",1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"general","personality","mean difference","Dependent","general","post",1,"United States",NA,NA,NA,"United States","Japan",NA,NA,NA,NA,NA,"Japan","exact items unclear"
"90","Search2020","journalArticle",2011,"Abu-Bader, Soleman H.; Tirmazi, M. Taqi; Ross-Sheriff, Fariyal","The impact of acculturation on depression among older Muslim immigrants in the United States",1,NA,"Using a cross-sectional design, this study utilized a self-administered survey to examine the relationship between acculturation, physical and emotional health, health locus of control (LOC), life events and depression among a convenient sample of 70 immigrant Muslim elderly in United States of America. In addition to demographic variables, 5 standardized measures including the Vancouver Index of Acculturation, Center for Epidemiologic Studies Depression Scale (CESD), Iowa Self-Assessment Inventory, Multidimensional Health Locus of Control Scale, and the Geriatric Scale of Recent Life Events were utilized in this study. The results showed that about 50% of participants reported a score of 16 and above on the CESD scale, indicating a presence of depressive symptoms. In addition, most participants identified with their heritage culture compared to the American culture. The results of multiple regression analysis revealed 4 significant predictors of depression: cognitive status (Î² = âˆ’.34, p < .01), heritage culture (Î² = .35, p < .01), physical health (Î² = âˆ’.27, p < .05), and internal health locus of control (Î² = âˆ’.25, p < .05). These factors explain about 37% of the total variance in levels depression (R = .61). (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Journal of Gerontological Social Work",NA,"0163-4372","2011-05","54","4",NA,NA,"425-448","2011-09553-005","10.1080/01634372.2011.560928",NA,"Acculturation; Immigration; acculturation; Aged; Female; Humans; Male; Middle Aged; United States; depression; Major Depression; Emigrants and Immigrants; Muslims; Aged, 80 and over; Depression; Regression Analysis; Interviews as Topic; health locus of control; Internal External Locus of Control; Islam; older Muslim immigrants",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2011-09553-005&site=ehost-live&scope=site",FALSE,"P-157",NA,"Abu-Bader2011","1",1,"quantitative","Acculturation","Vancouver Index of Acculturation",1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"general","depression","regression (incl. PROCESS)","Predictor","elderly","post",0,"United States",NA,NA,NA,"United States","Muslims",NA,NA,NA,NA,NA,"Muslims",NA
"91","Search2020","journalArticle",2014,"Leong, Chan-Hoong","Social markers of acculturation: A new research framework on intercultural adaptation",1,NA,"The research examines the social construction of acculturation and naturalization from the perspectives of both native and immigrant citizens in Singapore. More specifically, what and by how much must immigrants do in order to be considered a full participating member in the adopted society? The convergence and divergence of viewpoints will illuminate the perceptual gaps between native and immigrant communities. In addition, the composite score of the markers will provide a measurement of social inclusiveness; it reflects the depth of psychological barriers imposed by the individual in preserving the distinct boundaries of citizenship. Multivariate analyzes showed that the two groups reacted differently to the challenges and benefits from immigration. Surprisingly, naturalized citizens were more sensitive to the impact of perceived immigrant threats and contribution even though they imposed fewer barriers to the new arrivals in becoming a part of the mainstream society. The definition of socio-economic confidence and how it may moderate acculturation attitude will also be discussed. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",1,NA,"International Journal of Intercultural Relations",NA,"0147-1767","2014-01","38",NA,NA,NA,"120-132","2013-32535-001","10.1016/j.ijintrel.2013.08.006",NA,"Acculturation; Immigration; immigration; Society; acculturation; Cross Cultural Differences; Social Adjustment; Cross Cultural Communication; Economic Security; intercultural adaptation; naturalization; Social Influences; social markers; socio-economic confidence; Socioeconomic Status",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2013-32535-001&site=ehost-live&scope=site",FALSE,"P-158",NA,"Leong2014","1",1,"quantitative","Acculturation","Social markers of acculturation",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,"N/A","continuous (incl. scale)",NA,"general","acculturation","regression (incl. PROCESS)","Dependent","general","post",1,"Singapore",NA,NA,NA,"Singapore","any",NA,NA,NA,NA,NA,"any",NA
"92","Search2020","journalArticle",2011,"Ellison, Jennie; Jandorf, Lina; Duhamel, Katherine","Assessment of the Short Acculturation Scale for Hispanics (SASH) among low-income, immigrant Hispanics",1,NA,"The present analysis sought to determine the usefulness and validity of the Short Acculturation Scale for Hispanics (SASH) in assessment of acculturation among Hispanics participating in a colorectal cancer screening study. Primary data was collected from 2008 to 2009 through surveys in East Harlem community-based sites and health clinics among Hispanics. Bivariate correlations and independent samples t tests assessed SASH correlation with acculturation proxies and relationships between proxies, SASH, and sociodemographics. SASH was highly correlated with commonly used acculturation proxies; inter-scale correlations and alpha scores were high. Sociodemographics associated with proxy variables were associated with SASH. In conclusion, SASH is useful and valid for assessing acculturation among Hispanics; however, a shortened version or acculturation proxy variables could also be utilized. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Journal of Cancer Education",NA,"0885-8195","2011-09","26","3",NA,NA,"478-483","2011-25640-013","10.1007/s13187-011-0233-z",NA,"Acculturation; Immigration; Aged; Female; Humans; Male; Middle Aged; Surveys and Questionnaires; Latinos/Latinas; Emigrants and Immigrants; Social Identification; Hispanic Americans; Neoplasms; Cancer Screening; colorectal cancer screening; Colorectal Neoplasms; immigrant Hispanics; low-income level; Mass Screening; Proxy; Short Acculturation Scale for Hispanics",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2011-25640-013&site=ehost-live&scope=site",FALSE,"P-159",NA,"Ellison2011","1",1,"quantitative","Acculturation","Short Acculturation Scale for Hispanics",NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"language use, social contact","acculturation","validation","Correlation","general","post",0,"United States",NA,NA,NA,"United States","Hispanic",NA,NA,NA,NA,NA,"Hispanic",NA
"93","Search2020","journalArticle",2012,"Tahseen, Madiha; Cheah, Charissa S. L.","A multidimensional examination of the acculturation and psychological functioning of a sample of immigrant Chinese mothers in the US",1,NA,"The present research used the cluster analysis method to examine the acculturation of immigrant Chinese mothers (ICMs), and the demographic characteristics and psychological functioning associated with each acculturation style. The sample was comprised of 83 first-generation ICMs of preschool children residing in Maryland, Unites States (US). Cluster analysis revealed four acculturation styles: psychologically-behaviorally integrated; psychologically-behaviorally assimilated; psychologically-behaviorally undifferentiated; and psychologically-behaviorally separated. Assimilated mothers were the youngest at immigration and had resided in the US for the longest time. Separated mothers were older at immigration, resided in the US for a shorter time, were less educated, and had lower psychological functioning than mothers in the other clusters. However, there were no differences in demographic characteristics and psychological functioning between psychologically-behaviorally integrated and psychologically-behaviorally undifferentiated clusters. The importance of simultaneously assessing various cultural orientations and components of acculturation was highlighted. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"International Journal of Behavioral Development",NA,"0165-0254","2012-11","36","6",NA,NA,"430-439","2012-29551-004","10.1177/0165025412448605",NA,"Acculturation; Immigration; acculturation; Adjustment; Demographic Characteristics; Mothers; Chinese Cultural Groups; demographic characteristics; immigrant Chinese mothers; psychological functioning",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2012-29551-004&site=ehost-live&scope=site",FALSE,"P-160",NA,"Tahseen2012","1",1,"quantitative","Acculturation","European-American Values Scale for Asian-Americans—Revised (EAVS-AA-R); Asian-American Values Scale—Revised (AAVS-R)",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"values","psychological functioning","mean difference","Predictor","mothers","post",0,"United States",NA,NA,NA,"United States","China",NA,NA,NA,NA,NA,"China","potentially a single item on affect and behavior in the american value scale"
"94","Search2020","journalArticle",2012,"Kim, Giyeon; Jang, Yuri; Chiriboga, David A.","Personal views about aging among Korean American older adults: The role of physical health, social network, and acculturation",1,NA,"Given the importance of a positive attitude towards oneâ€™s own aging, we examined its predictors in a sample of 230 Korean American older adults (Mage = 69.8 years, SD = 7.05). Personal views about aging, measured with a subscale of the Philadelphia Geriatric Center Morale Scale (PGCMS), were regressed on demographic variables, physical health-related factors, and psychosocial attributes (social network and acculturation). Results from the hierarchical regression analysis showed that better physical health conditions (fewer chronic conditions, less functional disability, and better vision) were associated with more positive personal views about aging. Other significant contributors included larger social networks and higher levels of acculturation. Findings suggest that personal views about aging among immigrant elderly populations can be enhanced by promoting physical health, social connectedness, and acculturation. Ways to maintain and improve positive attitudes about personal aging are discussed in a cultural context. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Journal of Cross-Cultural Gerontology",NA,"0169-3816","2012-06","27","2",NA,NA,"139-148","2012-17246-003","10.1007/s10823-012-9165-2",NA,"Acculturation; Immigration; acculturation; immigrants; Social Support; Adult; Aged; Cross-Sectional Studies; Female; Humans; Male; Surveys and Questionnaires; Psychosocial Factors; Psychometrics; Emigrants and Immigrants; Korean Cultural Groups; Social Networks; Perception; Aged, 80 and over; Asian Americans; Aging; physical health; Regression Analysis; Quality of Life; Reproducibility of Results; Health; Health Status; Korea; Aging (Attitudes Toward); Attitude to Health; attitudes about own aging; Florida; Geriatric Assessment; Korean American; older adults; Personal Satisfaction; psychosocial attributes; social network",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2012-17246-003&site=ehost-live&scope=site",FALSE,"P-161",NA,"Kim2012","1",1,"quantitative","Acculturation","language proficiency, languages use, preferred languages for media, food preference, ethnicity of close friends",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,"N/A","continuous (incl. scale)",NA,"languages, food, close friends","aging","regression (incl. PROCESS)","Predictor","elderly","post",0,"United States",NA,NA,NA,"United States","Korea",NA,NA,NA,NA,NA,"Korea",NA
"95","Search2020","journalArticle",2015,"Chavez-Payan, Paola; Grineski, Sara E.; Collins, Timothy W.","Early life and environmental risk factors modify the effect of acculturation on Hispanic children's asthma",1,NA,"Acculturation tends to erode Hispanic immigrants' initial health advantage. Using a more nuanced conceptualization of acculturation than previous studies, we explore the associations between acculturation and Hispanic children's asthma. Data came from an observational mail survey of caretakers of Hispanic schoolchildren in El Paso, Texas (N = 1,513). Results from generalized linear models (GzLMs) demonstrate that acculturation was a significant positive predictor of asthma. The addition of interaction terms revealed that prenatal smoking, low birth weight, breastfeeding, and pest exposure significantly modified the effect of acculturation on asthma. Results suggest that although higher levels of acculturation were detrimental overall, the effects were not equally damaging for all Hispanic children. Findings foster an understanding of how the effect of acculturation on Hispanic children's asthma is intensified or attenuated by distinct individual-level risk factors. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Hispanic Health Care International",NA,"1540-4153","2015","13","3",NA,NA,"119-130","2015-42601-002","10.1891/1540-4153.13.3.119",NA,"Acculturation; Immigration; acculturation; Female; Humans; Male; Socioeconomic Factors; Latinos/Latinas; Risk Factors; Linear Models; Prevalence; Texas; Hispanic; Hispanic Americans; ethnicity; asthma; Asthma; Birth Weight; Child; Child, Preschool; El Paso",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2015-42601-002&site=ehost-live&scope=site",FALSE,"P-162",NA,"Chavez-Payan2015","1",1,"quantitative","Acculturation","Acculturation Index",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,"N/A","continuous (incl. scale)",NA,"language, holidays, friends","asthma","regression (incl. PROCESS)","Predictor","youth","post",0,"United States",NA,NA,NA,"United States","Hispanic",NA,NA,NA,NA,NA,"Hispanic",NA
"96","Search2020","journalArticle",2005,"Barry, Declan T.","Measuring Acculturation Among Male Arab Immigrants in the United States: An Exploratory Study",1,NA,"Given the absence of empirical measures that assess acculturation patterns among male Arab immigrants, a new acculturation instrument was developed and evaluated. One hundred and fifteen adult male Arab immigrants were administered the Male Arab Acculturation Scale (MAAS), and psychometrically established measures of ethnic identity and self-esteem. Satisfactory reliability is reported for the two acculturation scales, separation/assimilation and integration/marginalization. Ethnic identity, self-construal, personal self-esteem, and collective self-esteem appear to be differentially associated with acculturation patterns among male Arab immigrants. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",1,NA,"Journal of Immigrant Health",NA,"1096-4045","2005-07","7","3",NA,NA,"179-184","2005-05619-004","10.1007/s10903-005-3674-9",NA,"Acculturation; Immigration; acculturation; Middle East; Adult; Emigration and Immigration; Humans; Male; Middle Aged; Surveys and Questionnaires; United States; Ethnic Identity; Self Concept; Social Identification; Arabs; ethnic identity; Cultural Characteristics; Regression Analysis; Self-Esteem; Reproducibility of Results; Attitude to Health; Arab immigrants; self esteem",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2005-05619-004&site=ehost-live&scope=site",FALSE,"P-163",NA,"Barry2005","1",1,"quantitative","Acculturation","Male Arab Acculturation scale (MAAS)",1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"general","acculturation","validation","Dependent","men","post",0,"United States",NA,NA,NA,"United States","Arab men",NA,NA,NA,NA,NA,"Arabs",NA
"97","Search2020","journalArticle",2011,"Herrero, Juan; Fuente, Asur; Gracia, Enrique","Covariates of subjective wellâ€being among Latin American immigrants in Spain: The role of social integration in the community",1,NA,"The aim of this study is to test the influence that social integration in the community might have on subjective well-being (SWB) beyond the influence of sociodemographic characteristics, self-esteem, stressful life events, and social support from intimate and confidant relationships. We explore this set of relationships among Latin American immigrants in Spain, a group at risk of social exclusion. Results show a positive and statistically significant relationship between social integration and SWB, after controlling for the statistical effects of the other variables. Promoting social integration in the community among immigrant population might grant them access to wider community resources that might play an important role on their SWB. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Journal of Community Psychology",NA,"0090-4392","2011-09","39","7",NA,NA,"761-775","2011-28438-001","10.1002/jcop.20468",NA,"Immigration; Social Integration; immigration; Well Being; social integration; Communities; community; subjective well being",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2011-28438-001&site=ehost-live&scope=site",FALSE,"P-166",NA,"Herrero2011","1",1,"quantitative","social integration","Social Integration in the Community Scale (from PCSQ)",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"general","well-being","regression (incl. PROCESS)","Predictor","general","post",0,"Spain",NA,NA,NA,"Spain","Latinx",NA,NA,NA,NA,NA,"LatinX",NA
"98","Search2020","journalArticle",2011,"Copelj, Anja; Kiropoulos, Litza","Knowledge of depression and depression related stigma in immigrants from former Yugoslavia",1,NA,"The aim of the current research was to assess and compare level of depression literacy and level of depression related stigma in first generation immigrants from former Yugoslavia (FY) with a same aged Anglo Australian (AA) sample. The community sample comprised of 54 immigrants born in the FY and 54 AA born participants living in Melbourne. Participants were recruited through various social and recreational clubs. All participants completed questionnaires assessing depression literacy, self and perceived stigma and level of acculturation for the immigrants from FY in an interview format. After controlling for level of education, immigrants from the FY demonstrated lower depression literacy and higher personal and perceived depression stigma scores compared to the AA participants. The findings provide further insight to potential barriers impeding access to mental health care in immigrant populations living in Australia. Implications for mental health professionals working with immigrant populations in Australia are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"Journal of Immigrant and Minority Health",NA,"1557-1912","2011-12","13","6",NA,NA,"1013-1018","2011-25096-006","10.1007/s10903-011-9463-8",NA,"Acculturation; Immigration; acculturation; immigrants; Aged; Female; Humans; Male; Middle Aged; Surveys and Questionnaires; stigma; depression; Major Depression; Emigrants and Immigrants; Depression; Health Knowledge; Health Knowledge, Attitudes, Practice; health knowledge; Stereotyping; Stigma; Victoria; Yugoslavia",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2011-25096-006&site=ehost-live&scope=site",FALSE,"P-168",NA,"Copelj2011","1",1,"quantitative","Acculturation","Language, Identity, and Behavioral Acculturation Scale",1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"general","depression","correlation","Correlation","general","post",1,"Australia",NA,NA,NA,"Australia","former Yugoslavia",NA,NA,NA,NA,NA,"former Yugoslavia",NA
"99","Search2020","journalArticle",2012,"Wang, Kenneth T.; Heppner, Puncky Paul; Fu, Chu-Chun; Zhao, Ran; Li, Feihan; Chuang, Chih-Chun","Profiles of acculturative adjustment patterns among Chinese international students",1,NA,"This is the first study to empirically identify distinct acculturative adjustment patterns of new international students over their first 3 semesters in the United States. The sample consisted of 507 Chinese international students studying in the United States. Using psychological distress as an indicator of acculturative adjustment, measured over 4 time points (prearrival, first semester, second semester, and third semester), 4 distinct groups of student adjustment trajectories emerged: (a) a group exhibiting high levels of psychological distress across each time point (consistently distressed; 10%), (b) a group with decreasing psychological distress scores from Time 1 to Time 2 (relieved; 14%), (c), those with a sharp peak in psychological distress at Time 2 and Time 3 (culture-shocked; 11%), and (d) a group with relatively consistent low psychological distress scores (well-adjusted; 65%). Moreover, significant predictors of a better acculturative adjustment pattern included having higher self-esteem, positive problem-solving appraisal, and lower maladaptive perfectionism prior to the acculturation process. In addition, during the first semester of studying in the United States, having a balanced array of social support and using acceptance, reframing, and striving as coping strategies were associated with a better cross-cultural transition. Practical implications and future directions were also discussed. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",1,NA,"Journal of Counseling Psychology",NA,"0022-0167","2012-07","59","3",NA,NA,"424-436","2012-14108-001","10.1037/a0028532",NA,"Acculturation; Adjustment; Social Support; Adaptation, Psychological; Adult; Female; Humans; Male; Stress, Psychological; United States; Cross Cultural Differences; Distress; Emigrants and Immigrants; Coping Behavior; Problem Solving; Logistic Models; International Students; Multivariate Analysis; Chinese Cultural Groups; social support; China; acculturative adjustment; Asian Continental Ancestry Group; Chinese; coping; growth mixture modeling; international students; Likelihood Functions; Mixture Modeling; Models, Psychological; Students",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2012-14108-001&site=ehost-live&scope=site",FALSE,"P-170",NA,"Wang2012","1",1,"quantitative","acculturative adjustment","Brief Symptoms Inventory–18 (BSI–18)",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,"complex concept","continuous (incl. scale)",NA,"general","acculturation","cluster","Dependent","students","pre & post",0,"United States",NA,NA,NA,"United States","China",NA,NA,NA,NA,NA,"China","Social support scale missing??, ABCD still needs to be coded - so many scales though"
"100","Search2020","journalArticle",2010,"Ea, E.; Itzhaki, M.; Ehrenfeld, M.; Fitzpatrick, J.","Acculturation among immigrant nurses in Israel and the United States of America",1,NA,"Background: Former Soviet Union (FSU) nurses in Israel and Filipino registered nurses (RNs) in the United States of America (USA) play significant roles in the delivery of health-care services in their host countries. However, little is known about how they acculturate in a different culture. Objectives: The purposes of this study were to determine the levels of and the difference in acculturation of FSU nurses in Israel and Filipino RNs in the USA. Methods: Acculturation was assessed using A Short Acculturation Scale for Filipino Americans and t-test was conducted to determine the difference in acculturation between these two groups of immigrant nurses. Findings: Results revealed that Filipino RNs have an acculturation level that leaned towards their host culture while FSU nurses have an acculturation level that was closer to their original culture than the Israeli culture and that there was a significant difference in acculturation between these two groups of immigrant nurses. Conclusions: Differences in acculturation between two predominant groups of immigrant nurses in Israel and the USA exist. Understanding the differences and the factors that affect their integration into their host cultures could be used to develop strategies to assist Filipino and FSU immigrant nurses achieve positive personal and work-related outcomes. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"International Nursing Review",NA,"0020-8132","2010-12","57","4",NA,NA,"443-448","2010-23068-012","10.1111/j.1466-7657.2010.00812.x",NA,"Acculturation; Immigration; acculturation; Adult; Female; Humans; Male; Middle Aged; Surveys and Questionnaires; United States; Israel; Emigrants and Immigrants; USSR; Philippines; health personnel attitudes; Health Personnel Attitudes; immigrant nurses; Nurses; USA",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2010-23068-012&site=ehost-live&scope=site",FALSE,"P-171",NA,"Ea2010","1",1,"quantitative","Acculturation","Short Acculturation Scale for Filipino Americans",NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"language use, social contact","acculturation","mean difference","Dependent","nurses","post",0,"United States","Israel",NA,NA,"United States, Israel","Philippines","former Soviet Union",NA,NA,NA,NA,"Philippines, former Soviet Union",NA
"101","Search2020","journalArticle",2012,"Rubin, Mark; Watt, Sue E.; Ramelli, Marcella","Immigrants' social integration as a function of approachâ€“avoidance orientation and problem-solving style",1,NA,"Previous research has shown that immigrantsâ€™ approach orientation positively predicts their attitudes towards contact with host nationals (Matschke & Sassenberg, 2010). The present research builds on this previous work by investigating the extent to which immigrantsâ€™ independent vs. interdependent problem-solving style moderates the relation between approachâ€“avoidance orientation and social integration. Interdependent problem-solvers rely on other people to achieve their goals. This interdependence was expected to reduce the influence of approachâ€“avoidance orientation on integration amongst immigrants. Immigrants to Australia (N = 137) completed a questionnaire that included measures of approachâ€“avoidance orientation and problem-solving style. Participants also completed three measures of social integration: (1) proportion of Australian friends, (2) feelings of inclusion in Australian society, and (3) satisfaction with employment, accommodation, and life in Australia. Consistent with previous research, there was a positive relation between approach and social integration and a negative relation between avoidance and social integration. Consistent with predictions, problem-solving style moderated the relation for approach orientation: Only immigrants who were independent problem-solvers showed a significant positive relation between approach and social integration. The results are discussed in relation to Gableâ€™s (2006) model of approach and avoidance social goals and motives, and the implications for immigration services are considered. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,NA,"International Journal of Intercultural Relations",NA,"0147-1767","2012-07","36","4",NA,NA,"498-505","2012-14917-002","10.1016/j.ijintrel.2011.12.009",NA,"Immigration; Social Integration; immigrants; social integration; Problem Solving; approach avoidance orientation; Avoidance; Independence (Personality); independent; interdependent; problem solving style",NA,"http://search.ebscohost.com.proxy-ub.rug.nl/login.aspx?direct=true&db=psyh&AN=2012-14917-002&site=ehost-live&scope=site",FALSE,"P-175",NA,"Rubin2012","1",1,"quantitative","social integration","proportion of native friends, feelings of inclusion, satisfaction with employment, accommodation, and life",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,"complex scale","continuous (incl. scale)",NA,"general","acculturation","regression (incl. PROCESS)","Dependent","general","post",0,"Australia",NA,NA,NA,"Australia","any",NA,NA,NA,NA,NA,"any",NA
