"","Source","PublicationType","year","Author","Title","TitleScreening","TitleNote","Abstract","AbstractScreening","AbstractNote","PublicationTitle","PublicationTitleProper","ISSN","eISSN","ISBN","PublicationDate","Volume","Issue","FirstPage","LastPage","PageCount","Pages","Cited Reference Count","Times Cited, WoS Core","Times Cited, All Databases","180 Day Usage Count","Since 2013 Usage Count","AccessionNumber","DOI","PubMed","Publisher","PublisherCity","PublisherAddress","Subjects","Keywords","Url","SearchDuplicateDOI","SearchDuplicateTitle","DuplicateAny","ID","IDDuplicate","Downloaded","DownloadReason","Extracted","ExtractedReason","TheoryName","Comment"
"104","WebOfScience","Article",2017,"Pham, AV; Goforth, AN; Chun, H; Castro-Olivo, S; Costa, A","Acculturation and Help-Seeking Behavior in Consultation: A Sociocultural Framework for Mental Health Service",1,NA,"Many immigrant and ethnic minority families demonstrate reluctance to pursue or utilize mental health services in community-based and clinical settings, which often leads to poorer quality of care for children and greater likelihood of early termination. Cultural variations in help-seeking behavior and acculturation are likely to influence consultation participation and process for mental health services. Thus, examining sociocultural context of the consultants, consultees, and clients is critical to the success of multicultural consultation and outcomes. The purpose of the article is to (a) address processes and barriers when engaging in multicultural consultation in community-based and clinical settings, (b) outline the sociocultural context in relation to parent help-seeking behavior, and (c) discuss the effect of acculturation and related sociocultural factors in the participation and process of consultation.",0,"not migrant","JOURNAL OF EDUCATIONAL AND PSYCHOLOGICAL CONSULTATION","Journal Of Educational And Psychological Consultation","1047-4412","1532-768X",NA,NA,27,"3",271,"288",18,NA,65,4,4,0,14,"WOS:000407573200003","10.1080/10474412.2017.1287574",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","ABINGDON","2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND","GAP-DISTRESS MODEL; IMMIGRANT ADOLESCENTS; MULTICULTURAL ISSUES; INTEGRATIVE MODEL; PARENTAL BELIEFS; STRESS; CHILD; AMERICAN; STIGMA; ACHIEVEMENT",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"105","WebOfScience","Article",2017,"Croucher, SM; Kramer, E","Cultural fusion theory: An alternative to acculturation",1,NA,"This article lays out a theoretical framework for cultural fusion theory. This theory borrows from various theoretical frameworks to provide a more realistic description of the immigrant experience. Specifically, cultural fusion theory describes how newcomers acculturate into the dominant culture and maintain aspects of their minority culture, while at the same time the dominant or host culture also fuses aspects off the newcomer's culture into the dominant culture to create a fused intercultural identity. Boundary conditions, assumptions, axioms, and theorems are presented to define cultural fusion theory.",1,NA,"JOURNAL OF INTERNATIONAL AND INTERCULTURAL COMMUNICATION","Journal Of International And Intercultural Communication","1751-3057","1751-3065",NA,NA,10,"2",97,"114",18,NA,97,18,18,0,13,"WOS:000405903000001","10.1080/17513057.2016.1229498",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","ABINGDON","2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND","KOREAN IMMIGRANTS; ADAPTATION; STRESS; MULTICULTURALISM; ADJUSTMENT; PREJUDICE; MEDIA","Cultural fusion; cultural adaptation; immigration; acculturation; theory",NA,FALSE,FALSE,FALSE,"T-025",NA,1,NA,1,NA,"Cultural Fusion Theory",NA
"106","WebOfScience","Article",2017,"Morton, C; Galindo, S; Morera, M; Dodoo, N; Gonzalez, C; Wu, LW; Fundingsland, S; Auguste, K; Headrick, L; Monaghan, P; Shelnutt, K","Listening to Immokalee moms How stages of change theory guided the discovery of healthy eating messages to Latino mothers",0,"not acculturation","Purpose - The purpose of this paper is to present a case study of the research steps taken to identify message directions for a community-wide health communication campaign aimed at supporting healthier eating behaviors among Latino farmworker families in the Immokalee community in Florida. Latino mothers were targeted to understand their beliefs about children's healthy eating needs and identify communication campaign opportunities that would reinforce choices made in the home, surrounding meal planning, food selection and preparation and portion sizes. Design/methodology/approach - A sequential mixed-methods approach using focus group, group interview and qualitative message concept testing was used in three distinct stages of research exploration. An independent sample was recruited at each stage through convenience sampling and snowball sampling methods. The stages of change theory provided a framework for research inquiry in the context of healthy eating- at- home practices. Findings - In general, mothers were aware and participatory in the effort to serve healthy meals for their children at home. The time and money associated with buying nutritious foods and cooking healthy meals daily was stressful, but they were receptive to communication efforts to help them maintain their commitment to give their children healthy foods. These findings provided directional opportunities for the discovery and implementation of health communication strategies. Test results found that the target was most receptive to message strategies that acknowledged the responsibility of both parents to model healthy eating practices to children. Research limitations/implications - Recruiting resulted in small sample sizes at each stage of the investigation. The reliability of quantitative measurement was a limitation to the research conclusions. Practical implications - Partnership with the audience from discovery to conceptualization resulted in messages that uniquely resonated with the audience for which they were aimed. Understanding about the target stage of readiness improves message effectiveness to the target group. Social implications - Health communication campaigns planned and developed with the target audience at its center will generate message strategies that effectively address issues of greatest relevance to those communication agents that seek to change. Originality/value - The study provides a unique exploration of the steps that health communication agents should pursue to establish a thorough profile of their target audience and the issues that resonate when considering healthy eating behavior at home. The application of the stages of the change model encouraged the discovery of issues surrounding the challenge and highlighted potential obstacles that would mitigate the behavior change efforts.",NA,NA,"INTERNATIONAL JOURNAL OF PHARMACEUTICAL AND HEALTHCARE MARKETING","International Journal Of Pharmaceutical And Healthcare Marketing","1750-6123","1750-6131",NA,NA,11,"2",151,"164",14,NA,36,0,0,1,10,"WOS:000404123600004","10.1108/IJPHM-12-2016-0064",NA,"EMERALD GROUP PUBLISHING LTD","BINGLEY","HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND","PHYSICAL-ACTIVITY; DIETARY QUALITY; SOCIAL SUPPORT; US SICK; ACCULTURATION; INTERVENTIONS; MODEL; FRUIT; MAINTENANCE; IMMIGRANTS","Health communication; Farmworker communities; Latino health; Stages of change",NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"107","WebOfScience","Article",2017,"Guo, SB; Maitra, S","Revisioning curriculum in the age of transnational mobility: Towards a transnational and transcultural framework",0,"not acculturation","Under the new mobilities paradigm, migration is conceptualized as circulatory and transnational, moving us beyond the framework of methodological nationalism. Transnational mobility has called into question dominant notions of migrant acculturation or assimilation. Migrants no longer feel obligated to remain tied to or locatable in a given, unitary culture. Rather, they are becoming embedded within a shifting field of increasingly transcultural identities. While migrants are becoming more transnational and adopting fluid, transcultural identities, there is a lack of focus and engagement with transnationalism as well as transculturalism in the official Canadian public school curricula. As scholars contend, Canadian school curricula are still based on Eurocentric, homogenizing, nationalistic discourses that tend to normalize values, norms, and behaviours that are perceived as different from the dominant norm. In response to the limitations of Canadian official curricula, as noted by various scholars who have examined curriculum documents, this essay proposes a revision of Canadian curricula in the context of transnational mobility with the aim of developing an approach that would integrate transnational and transcultural perspectives into the existing system. The article thus proposes a transnational and transcultural framework as an alternative to build a more ethical and inclusive school curriculum in Canada.",NA,NA,"CURRICULUM INQUIRY","Curriculum Inquiry","0362-6784","1467-873X",NA,NA,47,"1",80,"91",12,NA,46,2,2,1,9,"WOS:000396545900008","10.1080/03626784.2016.1254504",NA,"TAYLOR & FRANCIS LTD","ABINGDON","2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND","POLITICS; WORLD","Transnational mobility; transnationalism; transculturalism; migration; curriculum studies",NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"108","WebOfScience","Editorial Material",2017,"Goforth, AN; Pham, AV; Chun, H; Castro-Olivo, S","Acculturation and Sociocultural Factors in Children's Mental Health Services: Applying Multicultural Consultation Frameworks",1,NA,"The article presents an introduction to the Journal of Educational & Psychological Consultation. As immigrants and ethnic minority children and families continue to navigate through the U.S. educational and mental health systems, mental health providers are obligated to engage in cultural responsiveness and provide these children and families with equitable access to these services. However, there is still more work that needs to be done for immigrants across the lifespan to remediate any negative effects stemming from acculturative stress, prejudice and discrimination, or educational or language barriers that they frequently experience as they transition into mainstream society. The authors also understand that there is diversity across immigrant and other acculturating subgroups that must be considered and explored further as we expand our cultural knowledge base. The authors hope that this special issue will prompt meaningful discussion and develop future scholarship pertaining to consultation in order to increase our understanding and better serve the educational and social-emotional needs of children and their families. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",0,"not theory","JOURNAL OF EDUCATIONAL AND PSYCHOLOGICAL CONSULTATION","Journal Of Educational And Psychological Consultation","1047-4412","1532-768X",NA,NA,27,"3",239,"244",6,NA,26,3,3,0,4,"WOS:000407573200001","10.1080/10474412.2016.1275650",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","ABINGDON","2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND","IMMIGRANT YOUTH; ADOLESCENTS; SYMPTOMS; BEHAVIOR; IDENTITY; MODEL",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"109","WebOfScience","Article",2016,"Lorenzo-Blanco, EI; Schwartz, SJ; Unger, JB; Zamboanga, BL; Des Rosiers, SE; Baezconde-Garbanati, L; Huang, S; Villamar, JA; Soto, D; Pattarroyo, M","Alcohol use among recent immigrant Latino/a youth: acculturation, gender, and the Theory of Reasoned Action",0,"not theory","Objective. Latino/a youth are at risk for alcohol use. This risk seems to rise with increasing US cultural orientation and decreasing Latino cultural orientation, especially among girls. To ascertain how acculturation may influence Latino/a youth alcohol use, we integrated an expanded multi-domain model of acculturation with the Theory of Reasoned Action.Design. Participants were 302 recent Latino/a immigrant youth (141 girls, 160 boys; 152 from Miami, 150 from Los Angeles) who completed surveys at 4 time points. Youth completed measures of acculturation, attitudes toward drinking, perceived subjective norms regarding alcohol use, intention to drink, and alcohol use.Results. Structural equation modeling indicated that collectivistic values predicted more perceived disapproval of drinking, which negatively predicted intention to drink. Intention to drink predicted elevated alcohol use.Conclusion. Although the association between collectivistic values and social disapproval of drinking was relatively small ( = .19, p < .05), findings suggest that collectivistic values may help protect Latino/a immigrant youth from alcohol use by influencing their perceived social disapproval of drinking, leading to lower intention to drink. Educational preventive interventions aimed at reducing or preventing alcohol use in recent Latino/a immigrant youth could promote collectivistic values and disseminate messages about the negative consequences of drinking.",NA,NA,"ETHNICITY & HEALTH","Ethnicity & Health","1355-7858","1465-3419",NA,NA,21,"6",609,"627",19,NA,48,7,7,0,48,"WOS:000384015600007","10.1080/13557858.2016.1179723",27220730,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","ABINGDON","2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND","HISPANIC COLLEGE-STUDENTS; SUBSTANCE USE; DRUG-USE; PLANNED BEHAVIOR; ADOLESCENTS; INVARIANCE; ATTITUDES; AMERICAN; DRINKING; IDENTITY","Acculturation; alcohol use; Theory of Reasoned Action; Latino; a youth; gender",NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"110","WebOfScience","Article",2016,"Noemi, B; Aldo, S","MIGRATIONS AND ORAL HEALTH IN THE FRAMEWORK OF GLOBAL HEALTH. Reflections from the University Perspective",0,"not acculturation","This document addresses problems related to the oral health component of migrants registered in Argentina and in the world. The following aspects are included: Introduction: approaching characteristics of the actors and migratory transplant, sceneries in their socio-cultural complexity, current theoretical and methodological perspective regarding global health and health determinants. Problem analysis, including psychosocial ramifications of adaptations of migrants, acculturation as a variable taking part in the changes in morbidity following immigration and results of different studies regarding oral health of migrants based in different parts of the world. Reflections on the responsibility of the university concerning the exclusion of migrant population and available mechanisms to face their social and civic responsibility.",NA,NA,"REVISTA DE SALUD PUBLICA-CORDOBA","Revista De Salud Publica-Cordoba","1853-1180","1852-9429",NA,NA,20,"3",18,"31",14,NA,69,0,0,0,5,"WOS:000393486900003",NA,NA,"UNIV NAC CORDOBA, ESCUELA SALUD PUBLICA","CORDOBA","ENRIQUE BARROSESQQ ENFERMERA GORDILLO GOMEZ, CIUDAD UNIV, CORDOBA, 5000, ARGENTINA","LOW-BIRTH-WEIGHT; MEXICAN-AMERICANS; DENTAL-CARIES; CANADIAN-BORN; ACCULTURATION; CHILDREN; MIGRANT; IMMIGRANT; POPULATION; BEHAVIORS","migrations; oral health; global health; responsible university",NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"111","WebOfScience","Article",2016,"Condon, M; Filindra, A; Wichowsky, A","Immigrant Inclusion in the Safety Net: A Framework for Analysis and Effects on Educational Attainment",0,"not migrant","Across states, there is substantial variation in the degree to which immigrants and their children are offered public assistance. We present a theoretical framework for analyzing the effects of policy decisions about immigrant inclusion. We apply the framework to investigate the effect of the state safety net on educational attainment. We focus on the years following welfare reform in 1996, when states gained considerable autonomy over welfare policy, including decisions about the eligibility of immigrant residents. Leveraging state-level data from before and after reform, we estimate a difference-in-difference model to identify the effect of variation in immigrant inclusivity on educational attainment. We find that when states broaden the inclusivity of the social safety net to immigrants, young Latinos are more likely to graduate from high school. This effect is present beyond the group of Latino residents who receive additional benefits, suggesting that policy decisions about immigrants spill over to broader communities and communicate broader messages about social inclusion to racial and ethnic groups. We find similar patterns among Asian youth, but not among black and non-Hispanic white youth. We conclude that immigrant inclusion has consequences for the life prospects of the growing population of youth in high-immigrant ethnic groups.",NA,NA,"POLICY STUDIES JOURNAL","Policy Studies Journal","0190-292X","1541-0072",NA,NA,44,"4",424,"448",25,NA,68,12,12,0,16,"WOS:000393166000005","10.1111/psj.12140",NA,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","WELFARE-REFORM; SEGMENTED ASSIMILATION; HEALTH-INSURANCE; UNITED-STATES; PARTICIPATION; ENFORCEMENT; CITIZENSHIP; PSYCHOLOGY; ENROLLMENT; PATTERNS","immigrants; welfare policy; education; difference-in-difference estimation",NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"112","WebOfScience","Review",2016,"Yong, AG; Lemyre, L; Farrell, SJ; Young, MY","Acculturation in Preventive Health for Immigrants: A Systematic Review on Influenza Vaccination Programs in a Socio-Ecological Framework",0,"not migrant","Engaging immigrants in preventive health care programs, such as vaccination, constitutes a challenge. Existing programs tend to conflate issues related to immigrant status with ethnic or racial minorities. These programs also tend to ignore that acculturation and cultural discourse in health may vary depending on the immigrant subgroup and the host community's social environment. This paper addresses the gap in the literature by proposing a conceptual framework that uses a socioecological perspective to outline acculturation and cultural factors in immigrants' preventive health behaviours. To this end, we synthesized the literature on acculturation and cultural perspectives on preventive health among immigrants. We used a case study on influenza vaccination among Chinese immigrants to illustrate the importance of targeting and tailoring approaches to specific immigrant subgroups. We performed a critical examination of 10 existing influenza vaccination programs adapted for immigrants and ethnic minorities to outline their cultural sensitivity in surface- and deep- structure components. Finally, we proposed a conceptual framework integrating the acculturation factors, cultural elements, and cultural anatomy of the reviewed programs with application to Chinese immigrants as a demonstration of cultural sensitivity. The discussion includes limitations, recommendations, and future directions resulting from this framework to help inform cultural adaptation of preventive health programs for immigrants.",NA,NA,"CANADIAN PSYCHOLOGY-PSYCHOLOGIE CANADIENNE","Canadian Psychology-Psychologie Canadienne","0708-5591","1878-7304",NA,NA,57,"4",340,"355",16,NA,68,10,10,1,16,"WOS:000387240400012","10.1037/cap0000075",NA,"CANADIAN PSYCHOLOGICAL ASSOC","OTTAWA","141 LAURIER AVE WEST, STE 702, OTTAWA, ONTARIO K1P 5J3, CANADA","HEART-DISEASE PREVENTION; CHINESE IMMIGRANTS; UNITED-STATES; SEEKING BEHAVIORS; CARE; CANADA; BARRIERS; SERVICE; ACCESS; BREAST","immigrants; cultural adaptation; preventive health care; cross-cultural sensitivity; vaccination",NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"113","WebOfScience","Article",2016,"Crul, M","Strangers no more. Debunking major theoretical assumptions",1,NA,"Alba and Foner's volume is an important contribution to the transatlantic dialog. In the paper I especially focus on the presented labour market outcomes in the first generation and the accomplishments of the second generation in education. What do these outcomes tell us about integration and assimilation patterns across countries? Alba and Foner's overall conclusion is that neither the theory of national integration models nor the theory of settler versus non-settler societies can explain the differences or similarities in outcomes across the six assessed countries. These theories, according to Alba and Foner, are debunked when empirically tested. I try to formulate what alternative explanations can be formulated based on the empirical data. Differences in historical institutional arrangements in education and the labour market can more accurately predict outcomes. Also differences in the dynamics between the mainstream population and immigrant groups in North America versus Western Europe are important.",1,NA,"ETHNIC AND RACIAL STUDIES","Ethnic And Racial Studies","0141-9870","1466-4356",NA,NA,39,"13",2325,"2331",7,NA,9,3,3,0,6,"WOS:000384063500019","10.1080/01419870.2016.1203444",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","ABINGDON","2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",NA,"Integration; assimilation; education; labour market; mainstream; superdiversity",NA,FALSE,FALSE,FALSE,"T-026",NA,1,NA,0,"not theory",NA,NA
"114","WebOfScience","Article",2016,"Stephens, CS","Acculturation contexts: Theorizing on the role of intercultural hierarchy in contemporary immigrants' acculturation strategies",1,NA,"Recent efforts to expand the theoretical framework of acculturation have drawn attention to a variety of pre-migration and reception contexts that affect how immigrants engage with the culture of their country of destination. Building on John W. Berry's seminal work, this article contributes to the development of acculturation theory by delineating the previously under-explored context of inter-cultural hierarchy. Employing a critical theory stance, the paper argues that immigrants' response to western cultural dominance and the rise of neoliberal imperatives can influence, along with the above mentioned contexts, their acculturative strategies. The paper proposes distinctions between types of assimilation, integration and separation strategies that have the potential to capture immigrant's risk of long-term psychosocial maladjustment in the country of destination.",1,NA,"MIGRATION LETTERS","Migration Letters","1741-8984","1741-8992",NA,NA,13,"3",333,"349",17,NA,81,5,5,1,4,"WOS:000446752900002","10.33182/ml.v13i3.287",NA,"TRANSNATIONAL PRESS LONDON","LONDON","12 RIDGEWAY GARDENS, LONDON, N6 5XR, ENGLAND","IDENTITY; NEOLIBERALISM; ASSIMILATION; ADAPTATION; MIGRATION; CONFLICT; MOBILITY; CULTURES; STYLES; LIFE","Immigration; acculturation; assimilation; integration; separation; intergroup hierarchy; cultural hegemony",NA,FALSE,FALSE,FALSE,"T-027",NA,0,"article not accessible",NA,NA,NA,NA
"115","WebOfScience","Article",2016,"Miller-Graff, LE","Frameworks for Childhood PTSD Treatment in Conflict-Affected Settings",0,"not acculturation","Over the past decade, the number and quality of studies on treating child posttraumatic stress disorder (PTSD) has grown exponentially. For the most part, however, these treatments have been validated in resource-rich settings and with individuals whose traumatic experiences are not ongoing. Many children living in conflict-affected settings experience symptoms of PTSD, and there are emerging data to support the effective generalization of evidence-based paradigms across contexts. Yet there remains a need for a deeper examination of the adaptation and implementation of evidence-based care in conflict-affected settings given the unique characteristics of providing care in these contexts. The aim of the current review is to provide an integrative social-ecological framework for the adaptation and implementation of child PTSD treatment in conflict-affected settings that synthesizes basic research and treatment evaluations. In summary, there is strong evidence to suggest the utility of evidence-based treatments for child PTSD in conflict-affected settings, but several recommendations regarding adaptation and implementation are evident. Because children in these contexts are likely to have ongoing exposure to violence and adversity, treatment adaptations should deeply consider how to deliver individual-level treatment for child PTSD with multisystemic supports. Identifying culturally relevant ways of delivering care within a multisystemic framework that maintains core effective mechanisms of treatment will necessarily involve emic investigations and should draw on the expertise of local professionals and paraprofessionals.",NA,NA,"PEACE AND CONFLICT-JOURNAL OF PEACE PSYCHOLOGY","Peace And Conflict-Journal Of Peace Psychology","1078-1919","1532-7949",NA,NA,22,"3",262,"271",10,NA,104,4,4,1,5,"WOS:000383593100009","10.1037/pac0000190",NA,"AMER PSYCHOLOGICAL ASSOC","WASHINGTON","750 FIRST ST NE, WASHINGTON, DC 20002-4242 USA","COGNITIVE-BEHAVIORAL THERAPY; MENTAL-HEALTH INTERVENTION; POSTTRAUMATIC STRESS SYMPTOMS; RANDOMIZED CONTROLLED-TRIAL; INTIMATE PARTNER VIOLENCE; PSYCHOSOCIAL TREATMENTS; CULTURAL-ADAPTATION; POLITICAL VIOLENCE; REFUGEE CHILDREN; OUTCOME RESEARCH","posttraumatic stress; violence; conflict; postconflict; children",NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"116","WebOfScience","Article",2016,"Torngren, SO; Irastorza, N; Song, MR","Toward building a conceptual framework on intermarriage",1,NA,"Increasing migration worldwide and the cultural diversity generated as a consequence of international migration has facilitated the unions of people from different countries, religions, races, and ethnicities. Such unions are often celebrated as a sign of integration; however, at the same time as they challenge people's idea of us and them, intermarriages in fact still remain controversial, and even to some extent, taboo in many societies. Research and theorizing on intermarriage is conducted predominantly in the English-speaking North American and British contexts. This special issue includes empirical studies from not only the English-speaking countries such as the U.S., Canada, and the UK, but also from Japan, Sweden, Belgium, France, and Spain and demonstrate the increasingly diverse directions taken in the study of intermarriage in regards to the patterns, experiences, and social implications of intermarriages. Moreover, the articles address the assumed link between intermarriage and integration.",0,"not theory","ETHNICITIES","Ethnicities","1468-7968","1741-2706",NA,NA,16,"4",497,"520",24,NA,109,13,13,5,40,"WOS:000380288400001","10.1177/1468796816638402",NA,"SAGE PUBLICATIONS LTD","LONDON","1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND","INTERETHNIC MARRIAGE; ECONOMIC ASSIMILATION; ETHNIC INTERMARRIAGE; IMMIGRATION; NETHERLANDS; CHILDREN; PERSPECTIVES; INTEGRATION; ATTITUDES; PATTERNS","Intermarriage; social acceptance; attitudes; integration; divorce; multiracial parenting",NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"117","WebOfScience","Article",2016,"Croucher, SM","Further development of integrated threat theory and intergroup contact: a reply to Aberson (2015)",0,"not migration","This essay furthers a dialogue about the theoretical and statistical merits of Croucher's [(2013). Integrated threat theory and acceptance of immigrant assimilation: An analysis of Muslim immigration in Western Europe. Communication Monographs, 80, 46-62] study exploring the relationships between threat from an immigrant group, belief that an immigrant wants to assimilate, and intergroup contact. Key points of divergence include assertions that (a) the relationships in the original piece are counter to previous literature/relationships, (b) the correlations presented are implausible, (c) the magnitude of the relationships is too strong, and (d) the manuscript has odd multiple regression coefficients. This rejoinder argues (a) more intergroup contact can lead to more threat, (b) the correlations are real, Aberson's [(2015). Strange results and implausible correlations in Croucher (2013). Communication Monographs] formula is invalid, and subsequent research has produced similar results, (c) the magnitude of the relationships and multiple regression coefficients is real, and (d) it is possible that statistical issues (such as sample characteristics and outliers) heightened the magnitude in this study.",NA,NA,"COMMUNICATION MONOGRAPHS","Communication Monographs","0363-7751","1479-5787",NA,NA,83,"2",269,"275",7,NA,24,5,5,1,16,"WOS:000375880800006","10.1080/03637751.2015.1119866",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","ABINGDON","2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND","PREJUDICE; ATTITUDES","Integrated threat theory; intergroup contact; sampling; correlations",NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"118","WebOfScience","Article",2016,"Moreno-Galbis, E; Tritah, A","The effects of immigration in frictional labor markets: Theory and empirical evidence from EU countries",0,"not migrant","Immigrants are newcomers in a labor market. As a consequence, they lack host-country specific labor market knowledge and other country-specific and not directly productive valuable assets affecting their relative bargaining position with employers. We introduce this simple observation into a search and matching model of the labor market and show that immigrants increase the employment prospects of competing natives. To test the predictions of our model, we exploit yearly variations between 1998 and 2004 in the share of immigrants within occupations in 13 European countries. We identify the impact of immigrants on natives' employment rate using an instrumental variable strategy based on historical settlement patterns across host countries and occupations by origin country. We find that natives' employment rate increases in occupations and sectors receiving more immigrants. Moreover, we show that this effect varies depending on immigrants' characteristics and on host country labor market institutions which affect relative reservation wages. (C) 2015 Elsevier B.V. All rights reserved.",NA,NA,"EUROPEAN ECONOMIC REVIEW","European Economic Review","0014-2921","1873-572X",NA,NA,84,NA,76,"98",23,NA,60,14,14,0,34,"WOS:000375632400006","10.1016/j.euroecorev.2015.10.001",NA,"ELSEVIER SCIENCE BV","AMSTERDAM","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","LOW-SKILLED IMMIGRATION; WAGE DIFFERENTIALS; IMPACT; UNEMPLOYMENT; MIGRANTS; ECONOMY","Immigration; Reservation wage; Native employment; European labor markets; Assimilation",NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"119","WebOfScience","Article",2016,"Kelly, DR","Applying Acculturation Theory and Power Elite Theory on a Social Problem: Political Underrepresentation of the Hispanic Population in Texas",1,NA,"Legislative underrepresentation of the Hispanic population is a serious social problem in Texas. Hispanics in the Texas legislature comprise approximately 21% of the total legislative body, yet the Hispanic population is approximately 35% of the total population in Texas. Acculturation and Power Elite theories can enhance our understanding, providing a useful framework for explaining the underrepresentation phenomenon and identifying implications for further research. Acculturation refers to the internal processes of change that immigrants experience when they come into direct contact with members of the host culture, in this case Hispanics. Power elite theory is a concept of how the balance of power is maintained within the societal structure, in this case Texas. Together, these theories can account for underrepresentation and can help to form a strategy for Hispanics to overcome the underrepresentation phenomenon in Texas.",1,NA,"HISPANIC JOURNAL OF BEHAVIORAL SCIENCES","Hispanic Journal Of Behavioral Sciences","0739-9863","1552-6364",NA,NA,38,"2",155,"165",11,NA,15,4,4,1,8,"WOS:000374324700001","10.1177/0739986316638324",NA,"SAGE PUBLICATIONS INC","THOUSAND OAKS","2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",NA,"Texas Hispanic population; Hispanic representation in Texas; voting rights in Texas; Hispanic voting rights; power elite; Mills; theory of balance; acculturation; Berry",NA,FALSE,FALSE,FALSE,"T-028",NA,1,NA,0,"not theory",NA,"application only"
"120","WebOfScience","Article",2016,"Fleischmann, F; Verkuyten, M","Dual Identity Among Immigrants: Comparing Different Conceptualizations, Their Measurements, and Implications",1,NA,"Objectives: This article aims to make a contribution to the literature by comparing 3 existing and often used conceptualizations and measurements of immigrants' dual identity: (a) high levels of identification with separate ethnic and national identities (Studies 1 and 2), (b) dual self-identification (Study 1), and (c) the strength of dual identification (Study 2). Method: Large-scale survey data are used in 2 studies, capturing 6 recent immigrant groups (Afghanis, Chinese, Iranians, Iraqis, Polish, and Somalis; Study 1, N = 5,877) and immigrants from Turkey (Study 2, N = 427) to The Netherlands. We investigate the associations between the different measures of dual identity as well as how each relates to indicators of intergroup relations (perceived subgroup respect and perceived discrimination) and immigrants' psychological outcomes (feeling at home in The Netherlands, happiness, affect toward the Dutch). Results: The findings show that dual self-identification differs most markedly from high identification on separate ethnic and national identities. The latter conceptualization largely overlaps with the strength of dual identification, both in terms of the classification of who is a dual identifier, as well as the associations with intergroup relations and immigrants' psychological outcomes. Conclusions: These findings help to clarify discrepant approaches to dual identity in the existing literature and provide guidelines for future research into dual identity among immigrants in Western societies. In particular, they suggest that a distinction between dual self-identification and measures of group identification is needed.",0,"not theory","CULTURAL DIVERSITY & ETHNIC MINORITY PSYCHOLOGY","Cultural Diversity & Ethnic Minority Psychology","1099-9809","1939-0106",NA,NA,22,"2",151,"165",15,NA,52,34,34,2,53,"WOS:000373107100001","10.1037/cdp0000058",26213892,"EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC","WASHINGTON","750 FIRST ST, NE, WASHINGTON, DC 20002-4242 USA","NATIONAL IDENTIFICATION; SUBGROUP RESPECT; DISCRIMINATION; ACCULTURATION; TURKISH; INTEGRATION; ATTITUDES; MINORITY; MIGRANTS; MODEL","dual identity; immigrant adaptation; intergroup relations",NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
